CodigoRecinto,CodigoActa,NroMesa,VotantesHabilitados
2050100818,2.0501E+12,3,760
2050100818,2.0501E+12,4,891
2050100818,2.0501E+12,5,500
2050100818,2.0501E+12,6,305
2050100818,2.0501E+12,7,898
2050100818,2.0501E+12,8,784
2050100818,2.0501E+12,9,290
2050100818,2.0501E+12,10,330
2050100818,2.0501E+12,11,640
2050100818,2.0501E+12,12,100
2050100818,2.0501E+12,13,981
2050100818,2.0501E+12,14,555
2050100818,2.0501E+12,15,876
2050100818,2.0501E+12,16,299
2050100818,2.0501E+12,17,554
2050200835,2.0502E+12,1,440
2050200835,2.0502E+12,2,902
2050200835,2.0502E+12,3,990
2050200835,2.0502E+12,4,811
2050300839,2.0503E+12,1,765
2050300839,2.0503E+12,2,758
2050300839,2.0503E+12,3,8
2050300839,2.0503E+12,4,530
2050300839,2.0503E+12,5,665
2050300844,2.0503E+12,1,4
2050300844,2.0503E+12,2,649
2050300844,2.0503E+12,3,884
2050300844,2.0503E+12,4,782
2050300844,2.0503E+12,5,126
2050300844,2.0503E+12,6,704
2050300844,2.0503E+12,7,26
2050300844,2.0503E+12,8,966
2050300844,2.0503E+12,9,320
2050300844,2.0503E+12,10,864
2050300844,2.0503E+12,11,624
2050300844,2.0503E+12,12,150
2050300844,2.0503E+12,13,550
2050300844,2.0503E+12,14,400
2050300844,2.0503E+12,15,408
2050300844,2.0503E+12,16,767
2050300844,2.0503E+12,17,579
2060100861,2.0601E+12,1,793
2060100861,2.0601E+12,2,904
2060100861,2.0601E+12,3,862
2060100861,2.0601E+12,4,159
2060100861,2.0601E+12,5,544
2060100861,2.0601E+12,6,618
2060100861,2.0601E+12,7,313
2060100861,2.0601E+12,8,628
2060100861,2.0601E+12,9,540
2060100861,2.0601E+12,10,679
2060200871,2.0602E+12,1,186
2060200871,2.0602E+12,2,662
2060200871,2.0602E+12,3,43
2060200871,2.0602E+12,4,969
2060200871,2.0602E+12,5,830
2060200871,2.0602E+12,6,597
2060200871,2.0602E+12,7,730
2060200871,2.0602E+12,8,758
2060200871,2.0602E+12,9,201
2060200871,2.0602E+12,10,140
2060200871,2.0602E+12,11,743
2060200871,2.0602E+12,12,696
2060200871,2.0602E+12,13,662
2060200871,2.0602E+12,14,297
2060200871,2.0602E+12,15,480
2060200871,2.0602E+12,16,873
2060200871,2.0602E+12,17,665
2060200888,2.0602E+12,1,896
2060200889,2.0602E+12,1,786
2060200889,2.0602E+12,2,740
2060200889,2.0602E+12,3,853
2060200889,2.0602E+12,4,189
2060200889,2.0602E+12,5,539
2060200889,2.0602E+12,6,42
2060200889,2.0602E+12,7,449
2060200889,2.0602E+12,8,235
2060200889,2.0602E+12,9,863
2060200889,2.0602E+12,10,705
2060200889,2.0602E+12,11,138
2060200900,2.0602E+12,1,723
2060200900,2.0602E+12,2,450
2060200900,2.0602E+12,3,404
2060200900,2.0602E+12,4,605
2060200900,2.0602E+12,5,271
2060200900,2.0602E+12,6,620
2060200900,2.0602E+12,7,735
2060200900,2.0602E+12,8,978
2060200900,2.0602E+12,9,357
2060300909,2.0603E+12,1,58
2060300909,2.0603E+12,2,671
2060300909,2.0603E+12,3,491
2060300909,2.0603E+12,4,591
2060300909,2.0603E+12,5,697
2060300909,2.0603E+12,6,107
2060300909,2.0603E+12,7,130
2060300909,2.0603E+12,8,400
2060300909,2.0603E+12,9,875
2060300909,2.0603E+12,10,485
2060300909,2.0603E+12,11,641
2060300909,2.0603E+12,12,524
2060300909,2.0603E+12,13,233
2060300909,2.0603E+12,14,198
2060300909,2.0603E+12,15,602
2060300909,2.0603E+12,16,940
2060300909,2.0603E+12,17,327
2060300926,2.0603E+12,1,688
2060300926,2.0603E+12,2,51
2060300926,2.0603E+12,3,220
2060300926,2.0603E+12,4,729
2060300926,2.0603E+12,5,184
2060300926,2.0603E+12,6,154
2060300926,2.0603E+12,7,379
2060300926,2.0603E+12,8,112
2060300926,2.0603E+12,9,342
2060300926,2.0603E+12,10,240
2060300926,2.0603E+12,11,188
2060300926,2.0603E+12,12,966
2060300926,2.0603E+12,13,843
2060300926,2.0603E+12,14,624
2060400940,2.0604E+12,1,67
2060400940,2.0604E+12,2,992
2060400940,2.0604E+12,3,942
2060400940,2.0604E+12,4,762
2060400940,2.0604E+12,5,651
2060400940,2.0604E+12,6,294
2060400940,2.0604E+12,7,245
2060400940,2.0604E+12,8,996
2060400948,2.0604E+12,1,935
2060500949,2.0605E+12,1,143
2060500949,2.0605E+12,2,17
2060500949,2.0605E+12,3,635
2060500949,2.0605E+12,4,210
2060500949,2.0605E+12,5,54
2060500949,2.0605E+12,6,260
2060500949,2.0605E+12,7,653
2060500949,2.0605E+12,8,159
2060500949,2.0605E+12,9,546
2060500949,2.0605E+12,10,216
2060500949,2.0605E+12,11,200
2060500949,2.0605E+12,12,658
2060500949,2.0605E+12,13,484
2060500962,2.0605E+12,1,655
2060500962,2.0605E+12,2,951
2060500962,2.0605E+12,3,278
2060500962,2.0605E+12,4,167
2060500962,2.0605E+12,5,201
2060500962,2.0605E+12,6,450
2060500962,2.0605E+12,7,807
2060500962,2.0605E+12,8,82
2060500962,2.0605E+12,9,770
2060600971,2.0606E+12,1,790
2060600971,2.0606E+12,2,750
2060600971,2.0606E+12,3,73
2060600971,2.0606E+12,4,277
2060600971,2.0606E+12,5,173
2060600971,2.0606E+12,6,571
2060700977,2.0607E+12,1,37
2060700977,2.0607E+12,2,407
2060700977,2.0607E+12,3,113
2060700977,2.0607E+12,4,514
2060700977,2.0607E+12,5,677
2060800982,2.0608E+12,1,543
2060800982,2.0608E+12,2,956
2060800982,2.0608E+12,3,559
2060800982,2.0608E+12,4,791
2060800982,2.0608E+12,5,51
2060800982,2.0608E+12,6,950
2060800982,2.0608E+12,7,921
2060800982,2.0608E+12,8,551
2060800982,2.0608E+12,9,248
2060800982,2.0608E+12,10,422
2060800982,2.0608E+12,11,37
2060800982,2.0608E+12,12,222
2060800982,2.0608E+12,13,1
2060800982,2.0608E+12,14,255
2070100996,2.0701E+12,1,807
2070100996,2.0701E+12,2,584
2070100996,2.0701E+12,3,458
2070100996,2.0701E+12,4,675
2070100996,2.0701E+12,5,141
2070100996,2.0701E+12,6,228
2070100996,2.0701E+12,7,615
2070100996,2.0701E+12,8,749
2070100996,2.0701E+12,9,601
2070100996,2.0701E+12,10,848
2070100996,2.0701E+12,11,43
2070100996,2.0701E+12,12,51
2070100996,2.0701E+12,13,195
2070101009,2.0701E+12,1,808
2070101009,2.0701E+12,2,824
2070101009,2.0701E+12,3,395
2070101009,2.0701E+12,4,748
2070101009,2.0701E+12,5,357
2070101009,2.0701E+12,6,45
2070101015,2.0701E+12,1,468
2070101015,2.0701E+12,2,721
2070101015,2.0701E+12,3,204
2070101015,2.0701E+12,4,7
2070101015,2.0701E+12,5,610
2070101020,2.0701E+12,1,305
2070101020,2.0701E+12,2,308
2070101020,2.0701E+12,3,810
2070101020,2.0701E+12,4,945
2070101020,2.0701E+12,5,213
2070101020,2.0701E+12,6,885
2070101020,2.0701E+12,7,966
2070101020,2.0701E+12,8,291
2080101028,2.0801E+12,1,475
2080101028,2.0801E+12,2,668
2080101028,2.0801E+12,3,61
2080101028,2.0801E+12,4,11
2080101028,2.0801E+12,5,389
2080101028,2.0801E+12,6,83
2080101034,2.0801E+12,1,756
2080101034,2.0801E+12,2,821
2080101034,2.0801E+12,3,347
2080201037,2.0802E+12,1,443
2080201037,2.0802E+12,2,209
2080201037,2.0802E+12,3,115
2080201037,2.0802E+12,4,775
2080201037,2.0802E+12,5,123
2080201037,2.0802E+12,6,367
2080201037,2.0802E+12,7,747
2080201037,2.0802E+12,8,891
2080201037,2.0802E+12,9,737
2080201046,2.0802E+12,1,857
2080201046,2.0802E+12,2,619
2080201046,2.0802E+12,3,128
2080201046,2.0802E+12,4,71
2080201046,2.0802E+12,5,428
2080201046,2.0802E+12,6,396
2080201046,2.0802E+12,7,114
2080201046,2.0802E+12,8,985
2080201046,2.0802E+12,9,603
2080201046,2.0802E+12,10,297
2080201046,2.0802E+12,11,338
2080201046,2.0802E+12,12,180
2080201046,2.0802E+12,13,498
2080201046,2.0802E+12,14,204
2080201046,2.0802E+12,15,417
2080201046,2.0802E+12,16,749
2080201046,2.0802E+12,17,148
2080201046,2.0802E+12,18,456
2080201046,2.0802E+12,19,641
2080201046,2.0802E+12,20,247
2080201066,2.0802E+12,1,649
2080201066,2.0802E+12,2,525
2080201066,2.0802E+12,3,234
2080201066,2.0802E+12,4,660
2080301070,2.0803E+12,1,4
2080301070,2.0803E+12,2,532
2080301070,2.0803E+12,3,731
2080301070,2.0803E+12,4,794
2080301070,2.0803E+12,5,977
2080301070,2.0803E+12,6,121
2080301070,2.0803E+12,7,436
2080301070,2.0803E+12,8,425
2080301070,2.0803E+12,9,667
2080301070,2.0803E+12,10,600
2080301070,2.0803E+12,11,277
2080301070,2.0803E+12,12,71
2080301070,2.0803E+12,13,782
2080301070,2.0803E+12,14,104
2080301070,2.0803E+12,15,776
2080301070,2.0803E+12,16,544
2080301086,2.0803E+12,1,842
2080301086,2.0803E+12,2,353
2080301086,2.0803E+12,3,283
2080301089,2.0803E+12,1,581
2080301089,2.0803E+12,2,204
2080301089,2.0803E+12,3,857
2080301089,2.0803E+12,4,311
2080301089,2.0803E+12,5,965
2080301089,2.0803E+12,6,542
2080301089,2.0803E+12,7,363
2080301089,2.0803E+12,8,403
2080301089,2.0803E+12,9,104
2080301089,2.0803E+12,10,659
2080301089,2.0803E+12,11,655
2080301089,2.0803E+12,12,114
2080301089,2.0803E+12,13,428
2080301089,2.0803E+12,14,639
2080401103,2.0804E+12,1,189
2080401103,2.0804E+12,2,24
2080401103,2.0804E+12,3,169
2080401103,2.0804E+12,4,967
2080401107,2.0804E+12,1,628
2080501108,2.0805E+12,1,112
2080501108,2.0805E+12,2,967
2080501108,2.0805E+12,3,974
2080501108,2.0805E+12,4,291
2080501108,2.0805E+12,5,440
2080501108,2.0805E+12,6,903
2080501108,2.0805E+12,7,686
2080501108,2.0805E+12,8,794
2080501108,2.0805E+12,9,931
2080501108,2.0805E+12,10,225
2080501108,2.0805E+12,11,66
2080501108,2.0805E+12,12,512
2080501108,2.0805E+12,13,832
2080501108,2.0805E+12,14,41
2080501108,2.0805E+12,15,300
2080501108,2.0805E+12,16,863
2080501108,2.0805E+12,17,797
2080501108,2.0805E+12,18,250
2080501126,2.0805E+12,1,236
2080501126,2.0805E+12,2,143
2080501128,2.0805E+12,1,153
2080501128,2.0805E+12,2,94
2080501128,2.0805E+12,3,246
2080501128,2.0805E+12,4,264
2080501128,2.0805E+12,5,167
2080501128,2.0805E+12,6,156
2080501128,2.0805E+12,7,116
2080501128,2.0805E+12,8,470
2080501136,2.0805E+12,1,750
2080501136,2.0805E+12,2,5
2080501136,2.0805E+12,3,616
2080501136,2.0805E+12,4,674
2080501136,2.0805E+12,5,635
2080501136,2.0805E+12,6,372
2080501136,2.0805E+12,7,155
2080501136,2.0805E+12,8,61
2080501136,2.0805E+12,9,825
2080501136,2.0805E+12,10,163
2080501136,2.0805E+12,11,56
2080501136,2.0805E+12,12,640
2080501136,2.0805E+12,13,178
2080601149,2.0806E+12,1,498
2080601149,2.0806E+12,2,431
2080601149,2.0806E+12,3,64
2080601149,2.0806E+12,4,584
2080601149,2.0806E+12,5,15
2080601149,2.0806E+12,6,213
2080601149,2.0806E+12,7,508
2080601149,2.0806E+12,8,142
2080601149,2.0806E+12,9,979
2080601149,2.0806E+12,10,693
2080601149,2.0806E+12,11,870
2080601149,2.0806E+12,12,958
2080601149,2.0806E+12,13,569
2080601149,2.0806E+12,14,598
2080601149,2.0806E+12,15,321
2080601149,2.0806E+12,16,142
2080601149,2.0806E+12,17,165
2080601149,2.0806E+12,18,996
2080601149,2.0806E+12,19,682
2080601149,2.0806E+12,20,45
2080701169,2.0807E+12,1,630
2080701169,2.0807E+12,2,963
2080701169,2.0807E+12,3,910
2080701169,2.0807E+12,4,765
2080701169,2.0807E+12,5,595
2080701169,2.0807E+12,6,702
2080701175,2.0807E+12,1,541
2080701175,2.0807E+12,2,382
2080701175,2.0807E+12,3,238
2090101178,2.0901E+12,1,219
2090101178,2.0901E+12,2,864
2090101180,2.0901E+12,1,533
2090101180,2.0901E+12,2,634
2090101180,2.0901E+12,3,74
2090101180,2.0901E+12,4,697
2090101180,2.0901E+12,5,524
2090101180,2.0901E+12,6,738
2090101180,2.0901E+12,7,914
2090101180,2.0901E+12,8,811
2090101188,2.0901E+12,1,55
2090101188,2.0901E+12,2,534
2090101188,2.0901E+12,3,451
2090101188,2.0901E+12,4,551
2090101188,2.0901E+12,5,317
2090301193,2.0903E+12,1,297
2090301193,2.0903E+12,2,226
2090301193,2.0903E+12,3,434
2090301193,2.0903E+12,4,714
2090301193,2.0903E+12,5,924
2090301193,2.0903E+12,6,976
2090301193,2.0903E+12,7,23
2090301193,2.0903E+12,8,330
2090301193,2.0903E+12,9,876
2090501202,2.0905E+12,1,976
2090501202,2.0905E+12,2,985
2090501202,2.0905E+12,3,179
2090501202,2.0905E+12,4,827
2090501202,2.0905E+12,5,629
2090501202,2.0905E+12,6,635
2090501202,2.0905E+12,7,973
2090501202,2.0905E+12,8,731
2090501202,2.0905E+12,9,106
2090501202,2.0905E+12,10,60
2090501202,2.0905E+12,11,212
2100101213,2.1001E+12,1,81
2100101213,2.1001E+12,2,392
2100101213,2.1001E+12,3,147
2100101213,2.1001E+12,4,530
2100101213,2.1001E+12,5,865
2100101213,2.1001E+12,6,828
2100101213,2.1001E+12,7,527
2100101220,2.1001E+12,1,340
2100101220,2.1001E+12,2,124
2100101220,2.1001E+12,3,894
2100101220,2.1001E+12,4,791
2100101220,2.1001E+12,5,48
2100101220,2.1001E+12,6,930
2100101220,2.1001E+12,7,24
2100101220,2.1001E+12,8,149
2100101220,2.1001E+12,9,55
2100101220,2.1001E+12,10,395
2100101220,2.1001E+12,11,103
2100101220,2.1001E+12,12,588
2100101220,2.1001E+12,13,16
2100101220,2.1001E+12,14,159
2100101220,2.1001E+12,15,583
2100101220,2.1001E+12,16,883
2100101220,2.1001E+12,17,448
2100101220,2.1001E+12,18,592
2100101220,2.1001E+12,19,331
2100101220,2.1001E+12,20,605
2100201240,2.1002E+12,1,715
2100201240,2.1002E+12,2,730
2100201240,2.1002E+12,3,754
2100201240,2.1002E+12,4,260
2100201240,2.1002E+12,5,498
2100201240,2.1002E+12,6,687
2100201240,2.1002E+12,7,750
2100201240,2.1002E+12,8,782
2100201240,2.1002E+12,9,738
2100201240,2.1002E+12,10,59
2100201240,2.1002E+12,11,642
2100201240,2.1002E+12,12,199
2100201240,2.1002E+12,13,135
2100201253,2.1002E+12,1,195
2100201253,2.1002E+12,2,121
2100201253,2.1002E+12,3,40
2100201253,2.1002E+12,4,746
2100201253,2.1002E+12,5,26
2100201253,2.1002E+12,6,835
2100201253,2.1002E+12,7,957
2100201253,2.1002E+12,8,756
2100201253,2.1002E+12,9,150
2100201253,2.1002E+12,10,975
2100201253,2.1002E+12,11,241
2100201253,2.1002E+12,12,773
2100201253,2.1002E+12,13,67
2100201253,2.1002E+12,14,377
2100201253,2.1002E+12,15,168
2100201253,2.1002E+12,16,926
2100201253,2.1002E+12,17,612
2100201253,2.1002E+12,18,35
2100201253,2.1002E+12,19,251
2100301272,2.1003E+12,1,727
2100301272,2.1003E+12,2,706
2100301272,2.1003E+12,3,507
2100301272,2.1003E+12,4,102
2100301272,2.1003E+12,5,319
2100301272,2.1003E+12,6,433
2100301272,2.1003E+12,7,808
2100301272,2.1003E+12,8,477
2100301272,2.1003E+12,9,537
2100301272,2.1003E+12,10,823
2100301272,2.1003E+12,11,968
2100301272,2.1003E+12,12,350
2100301272,2.1003E+12,13,714
2100301272,2.1003E+12,14,7
2100301272,2.1003E+12,15,172
2100301272,2.1003E+12,16,343
2100301272,2.1003E+12,17,87
2100301272,2.1003E+12,18,749
2100301272,2.1003E+12,19,712
2100501291,2.1005E+12,1,448
2100501291,2.1005E+12,2,569
2100501291,2.1005E+12,3,288
2100501291,2.1005E+12,4,157
2100501291,2.1005E+12,5,262
2100501291,2.1005E+12,6,428
2100501291,2.1005E+12,7,976
2100501291,2.1005E+12,8,484
2100501291,2.1005E+12,9,400
2100601300,2.1006E+12,1,688
2100601300,2.1006E+12,2,624
2100601300,2.1006E+12,3,199
2100601300,2.1006E+12,4,98
2100601300,2.1006E+12,5,140
2100601300,2.1006E+12,6,443
2100601300,2.1006E+12,7,595
2100601300,2.1006E+12,8,678
2100601308,2.1006E+12,1,585
2100601308,2.1006E+12,2,824
2100601308,2.1006E+12,3,676
2100601308,2.1006E+12,4,751
2100601308,2.1006E+12,5,785
2100601308,2.1006E+12,6,744
2100601308,2.1006E+12,7,849
2100601308,2.1006E+12,8,436
2100601308,2.1006E+12,9,189
2100601308,2.1006E+12,10,132
2110101318,2.1101E+12,1,849
2110101318,2.1101E+12,2,258
2110101318,2.1101E+12,3,998
2110101318,2.1101E+12,4,571
2110101318,2.1101E+12,5,694
2110101318,2.1101E+12,6,543
2110101318,2.1101E+12,7,893
2110101318,2.1101E+12,8,15
2110101318,2.1101E+12,9,362
2110101318,2.1101E+12,10,484
2110101318,2.1101E+12,11,748
2110101318,2.1101E+12,12,956
2110101318,2.1101E+12,13,991
2110101318,2.1101E+12,14,324
2110101332,2.1101E+12,1,359
2110101332,2.1101E+12,2,573
2110101332,2.1101E+12,3,340
2110101332,2.1101E+12,4,526
2110101332,2.1101E+12,5,189
2110101332,2.1101E+12,6,317
2110101332,2.1101E+12,7,409
2110101332,2.1101E+12,8,715
2110101332,2.1101E+12,9,512
2110101332,2.1101E+12,10,868
2110101332,2.1101E+12,11,531
2110101332,2.1101E+12,12,810
2110101332,2.1101E+12,13,123
2110101332,2.1101E+12,14,269
2110101332,2.1101E+12,15,73
2110201347,2.1102E+12,1,982
2110201347,2.1102E+12,2,315
2110201347,2.1102E+12,3,959
2110201347,2.1102E+12,4,258
2110201347,2.1102E+12,5,221
2110201347,2.1102E+12,6,939
2110301353,2.1103E+12,1,746
2110301353,2.1103E+12,2,92
2110301353,2.1103E+12,3,841
2110301353,2.1103E+12,4,407
2110301353,2.1103E+12,5,950
2110301353,2.1103E+12,6,662
2110301353,2.1103E+12,7,296
2110301353,2.1103E+12,8,736
2110301353,2.1103E+12,9,969
2110301353,2.1103E+12,10,768
2110301363,2.1103E+12,1,989
2110301363,2.1103E+12,2,301
2110301363,2.1103E+12,3,344
2110301363,2.1103E+12,4,740
2110301363,2.1103E+12,5,946
2110301363,2.1103E+12,6,589
2110301363,2.1103E+12,7,255
2110301363,2.1103E+12,8,486
2110301363,2.1103E+12,9,689
2110301363,2.1103E+12,10,415
2110401373,2.1104E+12,1,886
2110401373,2.1104E+12,2,628
2110401373,2.1104E+12,3,169
2110401373,2.1104E+12,4,519
2110401373,2.1104E+12,5,948
2110401373,2.1104E+12,6,122
2110401373,2.1104E+12,7,66
2110401373,2.1104E+12,8,256
2110401381,2.1104E+12,1,988
2110401381,2.1104E+12,2,177
2110401381,2.1104E+12,3,52
2110501384,2.1105E+12,1,436
2110501384,2.1105E+12,2,603
2110501384,2.1105E+12,3,813
2120101387,2.1201E+12,1,108
2120101387,2.1201E+12,2,139
2120101387,2.1201E+12,3,365
2120101387,2.1201E+12,4,104
2120101387,2.1201E+12,5,668
2120101387,2.1201E+12,6,692
2120101387,2.1201E+12,7,948
2120101387,2.1201E+12,8,876
2120101387,2.1201E+12,9,512
2120101387,2.1201E+12,10,54
2120101387,2.1201E+12,11,241
2120101387,2.1201E+12,12,197
2120101399,2.1201E+12,1,210
2120101399,2.1201E+12,2,619
2120301401,2.1203E+12,1,672
2120301401,2.1203E+12,2,68
2120301401,2.1203E+12,3,993
2120301401,2.1203E+12,4,136
2120301401,2.1203E+12,5,885
2120301401,2.1203E+12,6,254
2120301401,2.1203E+12,7,343
2120301401,2.1203E+12,8,91
2120301401,2.1203E+12,9,546
2120301401,2.1203E+12,10,442
2120301401,2.1203E+12,11,172
2120301401,2.1203E+12,12,759
2120301401,2.1203E+12,13,792
2120301401,2.1203E+12,14,351
2120301401,2.1203E+12,15,727
2120301401,2.1203E+12,16,973
2120301417,2.1203E+12,1,483
2120401418,2.1204E+12,1,187
2120401418,2.1204E+12,2,141
2120401418,2.1204E+12,3,213
2120401418,2.1204E+12,4,773
2120401418,2.1204E+12,5,846
2120401418,2.1204E+12,6,830
2120401418,2.1204E+12,7,889
2120401418,2.1204E+12,8,351
2120401418,2.1204E+12,9,365
2120401418,2.1204E+12,10,185
2120401418,2.1204E+12,11,210
2120401418,2.1204E+12,12,566
2120401418,2.1204E+12,13,796
2120401418,2.1204E+12,14,873
2120401418,2.1204E+12,15,119
2120401418,2.1204E+12,16,942
2120401418,2.1204E+12,17,906
2130101435,2.1301E+12,1,395
2130101435,2.1301E+12,2,788
2130101435,2.1301E+12,3,522
2130101435,2.1301E+12,4,189
2130101435,2.1301E+12,5,760
2130101435,2.1301E+12,6,348
2130101435,2.1301E+12,7,226
2130101435,2.1301E+12,8,241
2130201443,2.1302E+12,1,114
2130301444,2.1303E+12,1,247
2130301444,2.1303E+12,2,888
2130301444,2.1303E+12,3,434
2130301444,2.1303E+12,4,291
2130301444,2.1303E+12,5,825
2130301444,2.1303E+12,6,114
2130301444,2.1303E+12,7,919
2130301444,2.1303E+12,8,620
2130301444,2.1303E+12,9,965
2130301444,2.1303E+12,10,254
2130301444,2.1303E+12,11,991
2130301444,2.1303E+12,12,994
2130301444,2.1303E+12,13,129
2130301444,2.1303E+12,14,947
2130401458,2.1304E+12,1,623
2130401458,2.1304E+12,2,477
2130401458,2.1304E+12,3,645
2130401458,2.1304E+12,4,879
2130401462,2.1304E+12,1,770
2130401462,2.1304E+12,2,503
2130401462,2.1304E+12,3,526
2130401462,2.1304E+12,4,377
2130401462,2.1304E+12,5,844
2130401462,2.1304E+12,6,397
2130401462,2.1304E+12,7,18
2130401462,2.1304E+12,8,251
2130401462,2.1304E+12,9,268
2130401462,2.1304E+12,10,141
2130401462,2.1304E+12,11,247
2130401462,2.1304E+12,12,421
2130401462,2.1304E+12,13,328
2130401462,2.1304E+12,14,602
2130401462,2.1304E+12,15,808
2130401462,2.1304E+12,16,569
2130401462,2.1304E+12,17,278
2130401462,2.1304E+12,18,396
2140101480,2.1401E+12,1,815
2140101480,2.1401E+12,2,785
2140101480,2.1401E+12,3,636
2140101480,2.1401E+12,4,557
2140101480,2.1401E+12,5,957
2140101480,2.1401E+12,6,901
2140101480,2.1401E+12,7,390
2140101480,2.1401E+12,8,967
2140101480,2.1401E+12,9,735
2140101480,2.1401E+12,10,517
2140101480,2.1401E+12,11,384
2140101480,2.1401E+12,12,294
2140101480,2.1401E+12,13,245
2140101480,2.1401E+12,14,219
2140101480,2.1401E+12,15,50
2140101480,2.1401E+12,16,578
2140101480,2.1401E+12,17,222
2140101480,2.1401E+12,18,837
2140101480,2.1401E+12,19,878
2140101499,2.1401E+12,1,560
2140101499,2.1401E+12,2,139
2140101499,2.1401E+12,3,609
2140101499,2.1401E+12,4,961
2140101499,2.1401E+12,5,617
2140101499,2.1401E+12,6,140
2140101499,2.1401E+12,7,218
2140101499,2.1401E+12,8,340
2140201507,2.1402E+12,1,630
2140201507,2.1402E+12,2,827
2140201507,2.1402E+12,3,764
2140201507,2.1402E+12,4,480
2140201511,2.1402E+12,1,323
2140201511,2.1402E+12,2,519
2140201511,2.1402E+12,3,575
2140201511,2.1402E+12,4,412
2140201511,2.1402E+12,5,622
2140201511,2.1402E+12,6,45
2140201511,2.1402E+12,7,452
2140201511,2.1402E+12,8,424
2140201511,2.1402E+12,9,222
2140201511,2.1402E+12,10,340
2140201511,2.1402E+12,11,477
2140201511,2.1402E+12,12,734
2140201511,2.1402E+12,13,914
2140201511,2.1402E+12,14,282
2140201511,2.1402E+12,15,456
2140201511,2.1402E+12,16,615
2140201511,2.1402E+12,17,96
2150101528,2.1501E+12,1,289
2150101528,2.1501E+12,2,722
2150101528,2.1501E+12,3,657
2150101528,2.1501E+12,4,648
2150101528,2.1501E+12,5,852
2150101528,2.1501E+12,6,531
2150101528,2.1501E+12,7,46
2150101528,2.1501E+12,8,11
2150101528,2.1501E+12,9,146
2150101528,2.1501E+12,10,365
2150101528,2.1501E+12,11,114
2150101528,2.1501E+12,12,13
2150101528,2.1501E+12,13,522
2150101528,2.1501E+12,14,599
2150101528,2.1501E+12,15,482
2150101528,2.1501E+12,16,57
2150101544,2.1501E+12,1,868
2150101544,2.1501E+12,2,554
2150101544,2.1501E+12,3,844
2150101544,2.1501E+12,4,434
2150101544,2.1501E+12,5,51
2150101544,2.1501E+12,6,881
2150101544,2.1501E+12,7,932
2150101544,2.1501E+12,8,596
2150101544,2.1501E+12,9,848
2150101544,2.1501E+12,10,755
2150101544,2.1501E+12,11,977
2150101544,2.1501E+12,12,518
2150101544,2.1501E+12,13,280
2150101544,2.1501E+12,14,776
2150101558,2.1501E+12,1,609
2150101558,2.1501E+12,2,494
2150101558,2.1501E+12,3,465
2150101558,2.1501E+12,4,443
2150101558,2.1501E+12,5,532
2150101558,2.1501E+12,6,796
2150101558,2.1501E+12,7,751
2150201565,2.1502E+12,1,641
2150201565,2.1502E+12,2,738
2150201565,2.1502E+12,3,488
2150201565,2.1502E+12,4,382
2150201565,2.1502E+12,5,551
2150201565,2.1502E+12,6,143
2150201565,2.1502E+12,7,12
2150201565,2.1502E+12,8,585
2150201565,2.1502E+12,9,606
2150201565,2.1502E+12,10,391
2150201575,2.1502E+12,1,558
2160101576,2.1601E+12,1,865
2160101577,2.1601E+12,1,122
2160101577,2.1601E+12,2,788
2160101577,2.1601E+12,3,727
2160101577,2.1601E+12,4,262
2160101577,2.1601E+12,5,148
2160101577,2.1601E+12,6,391
2160101577,2.1601E+12,7,332
2160101577,2.1601E+12,8,670
2160101577,2.1601E+12,9,480
2160101577,2.1601E+12,10,541
2160101577,2.1601E+12,11,566
2160101577,2.1601E+12,12,857
2160101577,2.1601E+12,13,30
2160101577,2.1601E+12,14,456
2160101577,2.1601E+12,15,986
2160101577,2.1601E+12,16,80
2160101577,2.1601E+12,17,42
2160101577,2.1601E+12,18,282
2160101577,2.1601E+12,19,325
2160101577,2.1601E+12,20,839
2160101597,2.1601E+12,1,839
2160101597,2.1601E+12,2,626
2160101597,2.1601E+12,3,743
2160101597,2.1601E+12,4,892
2160101597,2.1601E+12,5,926
2160101597,2.1601E+12,6,77
2160101597,2.1601E+12,7,798
2160101597,2.1601E+12,8,274
2160101597,2.1601E+12,9,254
2160101597,2.1601E+12,10,587
2160101597,2.1601E+12,11,327
2160101597,2.1601E+12,12,920
2160101597,2.1601E+12,13,14
2160101597,2.1601E+12,14,376
2160101597,2.1601E+12,15,151
2160101597,2.1601E+12,16,697
2160101597,2.1601E+12,17,902
2160101597,2.1601E+12,18,341
2160101597,2.1601E+12,19,902
2160101597,2.1601E+12,20,51
2160101617,2.1601E+12,1,738
2160101617,2.1601E+12,2,555
2160101617,2.1601E+12,3,212
2160101617,2.1601E+12,4,508
2160101617,2.1601E+12,5,670
2160101617,2.1601E+12,6,678
2160101617,2.1601E+12,7,864
2160201624,2.1602E+12,1,737
2160201624,2.1602E+12,2,973
2160201624,2.1602E+12,3,865
2160201624,2.1602E+12,4,535
2160201624,2.1602E+12,5,888
2160201624,2.1602E+12,6,687
2170201630,2.1702E+12,1,967
2170201630,2.1702E+12,2,204
2170201630,2.1702E+12,3,753
2170201630,2.1702E+12,4,860
2170201630,2.1702E+12,5,597
2170201630,2.1702E+12,6,503
2170201630,2.1702E+12,7,697
2170201630,2.1702E+12,8,574
2170201630,2.1702E+12,9,853
2170201630,2.1702E+12,10,65
2170201630,2.1702E+12,11,708
